Iteration	Posterior	Likelihood	Prior	beta_scale	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
3876	-101.4408	-368.876	267.4351	2.624035	0.265531	0.429871	0.150723	0.153875	2.502118	0.3607101	0.223798	0.48751	0.11053	0.178162
3882	-107.8974	-374.3174	266.4199	4.068311	0.0746937	0.541564	0.189886	0.193856	2.71053	0.3715159	0.0218814	0.65495	0.254031	0.0691378
3888	-107.7844	-374.2367	266.4523	4.435874	0.0670019	0.485795	0.267654	0.179549	2.518575	0.4013053	0.200281	0.708461	0.0382754	0.0529828
3894	-120.3061	-389.3248	269.0187	0.9923609	0.0898381	0.651368	0.232416	0.026378	2.034012	0.9327884	0.372092	0.446994	0.103339	0.0775751
3900	-105.3816	-371.1711	265.7895	6.81739	0.338439	0.372491	0.236102	0.0529677	2.157137	0.7372686	0.423832	0.502012	0.0383171	0.0358382
3906	-113.1452	-378.7124	265.5672	7.156361	0.630527	0.162947	0.183354	0.0231709	2.340921	0.5654536	0.287704	0.316814	0.343054	0.0524275
3912	-108.7634	-369.0493	260.2859	6.443523	0.339702	0.130745	0.43519	0.0943625	0.8489817	5.185313	0.315373	0.264123	0.405949	0.0145546
3918	-101.4307	-363.6711	262.2405	4.813764	0.286302	0.0988068	0.205136	0.409755	0.9502276	4.402826	0.22246	0.252335	0.377304	0.147901
3924	-105.5401	-367.517	261.9769	15.77289	0.270109	0.52385	0.193533	0.0125082	0.9126831	2.803475	0.264089	0.268273	0.382369	0.0852688
3930	-101.0602	-366.5213	265.461	2.049757	0.450905	0.402564	0.137629	0.00890202	1.151009	3.333998	0.110345	0.71389	0.15043	0.0253354
3936	-105.1894	-372.9197	267.7303	0.6425829	0.204064	0.443083	0.334038	0.0188145	0.989817	2.837157	0.166708	0.615457	0.0558143	0.162021
3942	-107.557	-372.8639	265.3069	1.370353	0.415235	0.0584406	0.50446	0.0218647	1.086496	3.783178	0.166708	0.615457	0.0558143	0.162021
3948	-109.7116	-372.8267	263.1151	12.86004	0.050267	0.357998	0.510768	0.0809666	1.840862	1.865069	0.500561	0.108726	0.360158	0.0305545
3954	-123.0218	-389.6376	266.6158	2.840727	0.506759	0.133968	0.160237	0.199035	1.729659	1.925471	0.0236615	0.198586	0.697703	0.0800487
3960	-114.2712	-382.702	268.4308	0.6505	0.269592	0.141147	0.37956	0.209701	1.722188	1.921746	0.0352404	0.805136	0.131355	0.0282693
3966	-115.4359	-382.4354	266.9995	2.639654	0.545246	0.118775	0.0920195	0.24396	1.61142	1.831123	0.0105376	0.258189	0.710511	0.0207621
3972	-124.2529	-392.4243	268.1714	1.541375	0.0458554	0.231126	0.0453651	0.677654	2.499146	0.7810081	0.401246	0.21231	0.32947	0.0569733
3978	-105.5581	-372.992	267.4339	3.148291	0.395552	0.272571	0.121841	0.210036	2.208752	0.6098806	0.316027	0.318978	0.259495	0.105501
3984	-125.218	-393.3781	268.1602	1.802809	0.509183	0.287909	0.0473996	0.155509	2.376044	0.6457506	0.0410637	0.188976	0.354214	0.415746
3990	-122.9084	-391.1256	268.2172	1.760105	0.269678	0.239891	0.0433385	0.447093	2.376044	0.4245606	0.0238578	0.58398	0.150615	0.241547
3996	-119.3266	-387.9513	268.6246	1.577791	0.165524	0.183886	0.0574914	0.593099	2.076542	0.6837639	0.0254745	0.623551	0.192465	0.15851
4002	-120.6073	-387.2622	266.6549	4.484245	0.227	0.395238	0.146016	0.231747	2.303906	0.5812404	0.0192688	0.715381	0.220809	0.0445409
4008	-98.99122	-368.4251	269.4338	0.8830901	0.196093	0.051896	0.551818	0.200193	1.823992	0.823399	0.0337088	0.669724	0.186555	0.110012
4014	-102.8175	-371.8898	269.0724	0.9555973	0.673377	0.0448832	0.0468078	0.234932	2.002069	0.9491062	0.0706772	0.708193	0.128313	0.0928176
4020	-107.5949	-375.5399	267.945	2.55467	0.290031	0.16743	0.362187	0.180353	1.661663	1.111212	0.223145	0.0786942	0.405113	0.293047
4026	-105.8848	-373.3159	267.4311	3.472806	0.162907	0.054838	0.722868	0.0593874	1.896135	0.8302869	0.218828	0.11844	0.441747	0.220985
4032	-105.8009	-372.279	266.4781	4.589035	0.175629	0.495679	0.108095	0.220597	2.064487	1.070537	0.368239	0.177843	0.432353	0.0215647
4038	-111.5246	-379.5839	268.0593	2.006739	0.0432242	0.227637	0.674847	0.0542913	1.937019	1.106346	0.393727	0.316845	0.271069	0.0183586
4044	-104.2194	-366.3407	262.1214	13.85876	0.382706	0.132047	0.211592	0.273656	1.435712	2.628443	0.42656	0.0756149	0.414906	0.0829188
4050	-104.078	-366.2186	262.1406	19.88425	0.404488	0.457702	0.0177638	0.120046	1.539358	1.84101	0.233613	0.240253	0.181571	0.344563
4056	-101.2825	-366.762	265.4795	6.989458	0.600664	0.258316	0.0247634	0.116256	1.764909	1.367282	0.0868246	0.110761	0.459278	0.343136
4062	-101.1674	-367.097	265.9296	6.108002	0.0306498	0.432523	0.371853	0.164974	1.762467	1.262781	0.319517	0.0203566	0.63927	0.0208559
4068	-103.6709	-367.4252	263.7542	13.25772	0.311453	0.0469102	0.569652	0.0719849	1.972809	1.226296	0.0863535	0.118785	0.785442	0.00941905
4074	-106.5633	-373.21	266.6467	2.80156	0.450422	0.0393645	0.454661	0.0555529	2.141075	1.634586	0.29532	0.351645	0.233299	0.119736
4080	-123.3809	-388.6041	265.2232	1.918629	0.361459	0.120792	0.441095	0.0766543	3.924659	0.0539891	0.137226	0.202954	0.654098	0.00572149
4086	-110.1535	-373.9419	263.7884	3.599643	0.221122	0.148579	0.542563	0.0877362	4.073238	0.04249052	0.282643	0.418022	0.287551	0.0117845
4092	-112.3178	-374.2392	261.9214	8.066148	0.305793	0.45698	0.13477	0.102457	4.027016	0.03722578	0.359319	0.463057	0.162642	0.0149814
4098	-129.4583	-393.9295	264.4712	2.291055	0.141375	0.294532	0.119859	0.444233	4.065865	0.03722578	0.0454753	0.0882725	0.863396	0.00285591
4104	-110.1994	-372.2959	262.0965	8.016078	0.0487779	0.282044	0.358804	0.310374	4.065865	0.04621685	0.0316644	0.231481	0.692502	0.044353
4110	-108.1629	-370.8314	262.6685	6.669179	0.0482659	0.279083	0.365534	0.307117	3.97017	0.04762481	0.232606	0.419013	0.210566	0.137815
4116	-106.8959	-370.8298	263.9339	3.95002	0.0336976	0.194846	0.319128	0.452328	3.883965	0.04949115	0.318092	0.441918	0.156131	0.0838589
4122	-108.3517	-372.2369	263.8852	4.551443	0.0262161	0.501871	0.12001	0.351902	3.883965	0.06498024	0.293491	0.286238	0.26329	0.15698
4128	-99.14014	-364.5355	265.3954	3.263019	0.00813598	0.321407	0.0203085	0.650149	3.357188	0.09565548	0.14892	0.478361	0.266708	0.10601
4134	-99.10704	-361.9262	262.8191	10.57788	0.0869747	0.411552	0.0260045	0.475469	3.357598	0.1097406	0.231038	0.245276	0.374378	0.149308
4140	-105.8892	-369.4791	263.5899	7.731688	0.228372	0.28152	0.0464821	0.443626	3.357598	0.1039344	0.166535	0.509288	0.161593	0.162584
4146	-101.425	-365.1746	263.7497	7.731688	0.164153	0.159084	0.160633	0.516129	3.280999	0.1156198	0.16886	0.516397	0.163848	0.150895
4152	-96.97153	-360.5233	263.5518	7.956363	0.0966421	0.219562	0.361016	0.32278	3.407503	0.1156198	0.717499	0.0311478	0.11446	0.136893
4158	-111.252	-376.0938	264.8419	4.430593	0.0580987	0.109337	0.425558	0.407006	3.458414	0.1156198	0.649402	0.0559849	0.0672936	0.22732
4164	-108.619	-370.6097	261.9907	13.86328	0.138468	0.316506	0.364706	0.18032	3.458414	0.1142993	0.0605876	0.602338	0.332393	0.00468208
4170	-117.8511	-383.5191	265.668	2.905588	0.00626747	0.0757382	0.0852246	0.83277	3.435843	0.1142993	0.124236	0.253463	0.618155	0.00414721
4176	-113.8867	-377.6256	263.7389	8.059112	0.0127562	0.139871	0.359855	0.487518	3.222595	0.1209514	0.323575	0.533867	0.141889	0.000668003
4182	-104.6129	-367.4434	262.8305	11.30621	0.0930961	0.401222	0.159151	0.346531	3.222595	0.1183549	0.293472	0.442586	0.263661	0.00028127
4188	-108.9286	-373.2409	264.3123	5.370436	0.117497	0.284889	0.351557	0.246056	3.442738	0.09777287	0.368989	0.556474	0.0743003	0.000237352
4194	-94.65746	-356.722	262.0646	13.89749	0.181689	0.476681	0.193374	0.148256	3.319905	0.1061822	0.0309469	0.515155	0.446286	0.00761257
4200	-96.35659	-361.2083	264.8517	4.784011	0.223437	0.391089	0.26274	0.122733	3.347927	0.1252942	0.090029	0.854984	0.0448297	0.0101573
4206	-93.76357	-359.9147	266.1512	2.529442	0.258406	0.163441	0.206941	0.371211	3.347927	0.1409712	0.360553	0.406605	0.208702	0.0241405
4212	-100.8715	-365.731	264.8594	4.986653	0.374479	0.184572	0.195045	0.245905	3.270582	0.1286167	0.309156	0.243895	0.386656	0.060293
4218	-108.6067	-371.0577	262.451	13.19938	0.0495345	0.31164	0.282571	0.356254	3.249035	0.1321248	0.189447	0.215301	0.577799	0.0174524
4224	-89.63933	-353.5913	263.952	6.806593	0.0185802	0.226508	0.602217	0.152695	3.355332	0.1106814	0.0887435	0.643061	0.260332	0.00786333
4230	-108.5153	-371.6882	263.1729	9.382698	0.0448912	0.43403	0.347065	0.174015	3.334816	0.1113592	0.64042	0.164606	0.188087	0.00688721
4236	-102.3712	-366.823	264.4518	5.62882	0.10431	0.22558	0.334388	0.335722	3.281303	0.1085503	0.754645	0.175922	0.0507023	0.0187311
4242	-98.71693	-365.2368	266.5199	2.018153	0.0613608	0.138593	0.591049	0.208996	3.191208	0.1156722	0.68254	0.291448	0.00907096	0.0169414
4248	-87.84967	-353.5412	265.6915	3.498561	0.0424514	0.127327	0.152957	0.677266	3.247789	0.1451353	0.285727	0.687143	0.0180574	0.00907265
4254	-102.109	-367.6986	265.5896	4.079561	0.050397	0.0968285	0.642227	0.210547	3.038145	0.1431094	0.251529	0.604899	0.0762821	0.0672907
4260	-109.597	-377.1099	267.5129	1.295994	0.0942069	0.131222	0.737348	0.0372228	3.154576	0.1936299	0.0223405	0.351896	0.474245	0.151518
4266	-97.14774	-363.5705	266.4227	2.818783	0.0615665	0.486416	0.427691	0.024326	3.032683	0.1732668	0.0475299	0.51548	0.316581	0.12041
4272	-106.2239	-370.41	264.1861	8.655813	0.249915	0.0377225	0.655713	0.0566495	3.032683	0.2360727	0.171381	0.158421	0.151339	0.518859
4278	-121.8192	-386.859	265.0398	5.794631	0.134553	0.0460438	0.750258	0.0691458	3.081584	0.208922	0.100181	0.300951	0.287497	0.31137
4284	-111.7312	-379.4787	267.7475	0.8251902	0.137357	0.341696	0.447589	0.0733582	3.278918	0.1648103	0.112229	0.322538	0.526627	0.0386052
4290	-102.2821	-370.0966	267.8145	0.5446834	0.237617	0.205889	0.286717	0.269777	3.393521	0.1400178	0.0532054	0.223959	0.704457	0.0183784
4296	-96.81849	-359.2823	262.4639	12.46136	0.127	0.159921	0.568891	0.144188	3.442325	0.1400178	0.18572	0.294934	0.502184	0.0171617
4302	-114.8115	-376.7178	261.9064	14.8619	0.119892	0.0924935	0.110423	0.677192	3.406693	0.124948	0.425296	0.161505	0.339939	0.0732603
4308	-106.0885	-371.5213	265.4328	3.477162	0.156126	0.417345	0.402144	0.0243849	3.408841	0.124948	0.382333	0.403027	0.124987	0.0896527
4314	-132.5181	-397.9204	265.4023	3.948108	0.0424457	0.0788808	0.832319	0.0463543	3.333054	0.1518795	0.299288	0.333046	0.335354	0.032312
4320	-117.3947	-384.055	266.6603	1.270611	0.0905839	0.0468127	0.661036	0.201567	3.545104	0.09851651	0.459689	0.40219	0.11533	0.022791
4326	-111.8026	-375.3031	263.5005	7.112227	0.374951	0.0947094	0.122539	0.407801	3.62843	0.1009334	0.293571	0.25685	0.0736532	0.375926
4332	-116.8763	-382.7227	265.8464	2.771625	0.467236	0.0886183	0.167602	0.276544	3.376305	0.1197927	0.190059	0.104588	0.304094	0.401258
4338	-112.3995	-378.2883	265.8889	2.805044	0.027603	0.0205484	0.900834	0.051015	3.376305	0.1303504	0.671164	0.0315366	0.263588	0.0337122
4344	-103.3022	-367.3895	264.0874	6.993436	0.0898732	0.380157	0.286791	0.243179	3.279201	0.1303504	0.139193	0.465946	0.182629	0.212232
4350	-110.7869	-377.0781	266.2913	2.979175	0.207775	0.260452	0.178959	0.352814	3.184205	0.2097362	0.106291	0.286947	0.444696	0.162067
4356	-105.7068	-371.1426	265.4358	4.342786	0.127155	0.350552	0.463139	0.0591543	3.184205	0.1703889	0.015153	0.653053	0.0603528	0.271442
4362	-116.1162	-384.2163	268.1	0.5742771	0.0442757	0.32393	0.258047	0.373747	3.234407	0.1760795	0.0158104	0.378306	0.438757	0.167127
4368	-102.3053	-368.7733	266.468	2.718747	0.0442757	0.32393	0.258047	0.373747	3.103386	0.1883197	0.0090284	0.307449	0.615084	0.0684385
4374	-106.3642	-369.8749	263.5106	9.202782	0.0568743	0.657568	0.162781	0.122777	3.231572	0.1424078	0.115081	0.0175779	0.713311	0.15403
4380	-116.5871	-381.9767	265.3896	4.561455	0.0326985	0.192824	0.101752	0.672725	3.231572	0.2007974	0.370933	0.00740937	0.365289	0.256369
4386	-108.0641	-372.8134	264.7493	6.668756	0.015651	0.550596	0.290547	0.143206	3.050613	0.2107549	0.156992	0.0177252	0.504499	0.320784
4392	-104.0842	-370.6669	266.5827	3.096119	0.0279113	0.377255	0.485567	0.109266	2.880903	0.2325626	0.400184	0.0290663	0.526024	0.0447267
4398	-99.0939	-365.0161	265.9222	5.389997	0.0843296	0.117848	0.38209	0.415732	2.643308	0.4357732	0.54352	0.0541728	0.341561	0.0607467
4404	-106.7735	-371.6189	264.8454	8.817863	0.0519085	0.142471	0.54972	0.255901	2.543024	0.553115	0.369869	0.12133	0.32409	0.184711
4410	-105.6099	-372.9327	267.3228	3.500562	0.0916335	0.226256	0.599534	0.0825766	2.132753	0.5735884	0.194035	0.287491	0.4001	0.118374
4416	-99.70413	-366.702	266.9978	3.941098	0.287148	0.00913274	0.112086	0.591634	2.156834	0.726781	0.0802437	0.479286	0.0399444	0.400526
4422	-100.6919	-364.9861	264.2942	11.19434	0.194668	0.0106582	0.136331	0.658343	2.442728	0.6101682	0.329613	0.165935	0.0457466	0.458706
4428	-106.1403	-371.9613	265.821	6.420508	0.126749	0.0136271	0.174307	0.685317	2.35342	0.4836569	0.529895	0.0321068	0.0201357	0.417862
4434	-106.6722	-373.3222	266.65	4.049369	0.396071	0.0316412	0.0122031	0.560085	1.854031	1.325388	0.327931	0.46547	0.0123024	0.194297
4440	-120.4896	-385.6401	265.1505	6.65061	0.364964	0.0297149	0.079334	0.525987	1.889559	1.61087	0.880516	0.0240312	0.0700752	0.0253775
4446	-118.7596	-385.4795	266.7199	4.544523	0.439483	0.0891987	0.238146	0.233172	1.852272	1.062003	0.728948	0.153312	0.0580128	0.0597266
4452	-118.8817	-384.4226	265.5409	6.900763	0.225742	0.180049	0.0665081	0.527701	1.996585	1.149262	0.214829	0.455162	0.119856	0.210154
4458	-120.9769	-388.9228	267.9459	1.416258	0.143849	0.175235	0.648643	0.0322724	1.516596	1.878032	0.11875	0.686148	0.1692	0.0259021
4464	-99.63256	-368.1475	268.5149	1.080789	0.304207	0.386946	0.299541	0.00930631	1.359793	1.809267	0.0195832	0.859913	0.0968675	0.0236361
4470	-94.15334	-361.6962	267.5429	3.230024	0.195998	0.509662	0.238356	0.0559844	1.432246	1.297519	0.0288008	0.899738	0.0328669	0.0385946
4476	-107.0749	-376.3605	269.2857	0.7528283	0.319808	0.0137823	0.496632	0.169778	1.895605	1.052344	0.164552	0.697257	0.00894808	0.129243
4482	-93.42882	-363.2277	269.7989	0.5183926	0.355969	0.00449322	0.491606	0.147932	1.80546	0.866742	0.213529	0.629294	0.0174203	0.139757
4488	-99.60718	-365.7266	266.1194	5.335507	0.378606	0.00119131	0.533494	0.086709	1.685726	1.416715	0.172597	0.395976	0.0135469	0.41788
4494	-103.4262	-371.5341	268.1078	2.136817	0.64087	0.00354761	0.322557	0.0330251	1.825114	1.076307	0.230481	0.291363	0.10028	0.377876
4500	-107.3152	-374.5895	267.2743	3.638602	0.497817	0.00448696	0.474691	0.0230048	1.986135	0.8009169	0.37391	0.483614	0.103861	0.0386144
4506	-100.6901	-368.6148	267.9247	1.903846	0.24388	0.0216252	0.348959	0.385535	1.691693	1.481397	0.0673493	0.215354	0.667335	0.0499614
4512	-104.8516	-372.5747	267.7231	2.452272	0.42686	0.0554431	0.29623	0.221466	1.604081	1.400798	0.0258946	0.185668	0.745363	0.0430744
4518	-102.7862	-371.3167	268.5305	1.582319	0.376867	0.213186	0.253537	0.15641	2.067813	0.8304756	0.15764	0.42892	0.253971	0.159469
4524	-111.6919	-376.9642	265.2724	8.199108	0.185747	0.131992	0.538456	0.143805	2.067813	0.9296488	0.265153	0.255409	0.151232	0.328205
4530	-110.803	-378.4764	267.6734	2.846791	0.297331	0.299286	0.17319	0.230193	1.931892	0.9296488	0.329985	0.120952	0.242761	0.306302
4536	-112.4507	-380.3706	267.9199	2.616186	0.171638	0.0570246	0.313082	0.458255	1.982133	0.7404019	0.159092	0.065157	0.610746	0.165005
4542	-111.9776	-376.5836	264.606	10.40185	0.228709	0.557331	0.155796	0.0581648	2.349428	0.4645837	0.242592	0.285163	0.432332	0.0399129
4548	-112.2502	-378.6932	266.443	4.667419	0.214025	0.0304668	0.194479	0.56103	2.443371	0.48922	0.399971	0.408204	0.13469	0.0571344
4554	-106.2427	-372.6179	266.3751	4.711681	0.0597259	0.0847538	0.754321	0.101199	2.461814	0.6319238	0.128588	0.642976	0.210067	0.0183684
4560	-109.2502	-375.4588	266.2086	5.439322	0.035943	0.151639	0.685094	0.127324	2.344567	0.5237858	0.138315	0.337617	0.465612	0.0584563
4566	-109.0931	-376.9448	267.8517	2.36541	0.227574	0.363557	0.101116	0.307753	2.266697	0.6533684	0.142929	0.670419	0.141325	0.0453269
4572	-105.5473	-372.8962	267.3488	3.071957	0.186143	0.0714048	0.0971554	0.645297	2.328089	0.6363176	0.0978103	0.458788	0.17233	0.271072
4578	-114.4863	-381.5592	267.0729	4.062865	0.132125	0.197506	0.342574	0.327795	1.979978	0.7869316	0.314882	0.141708	0.189269	0.354141
4584	-127.6598	-394.7675	267.1077	3.881518	0.154286	0.143641	0.23752	0.464554	2.011202	0.8204127	0.222218	0.166134	0.361725	0.249924
4590	-126.3255	-392.0463	265.7208	6.832086	0.382379	0.107831	0.166487	0.343302	1.70882	1.261908	0.366684	0.0156001	0.294767	0.322949
4596	-124.1973	-390.2248	266.0274	5.65983	0.142221	0.116442	0.370621	0.370716	1.638429	1.422416	0.385758	0.0378187	0.206379	0.370044
4602	-106.3659	-371.1104	264.7445	10.14515	0.0602104	0.0638085	0.704091	0.17189	1.798224	1.163533	0.206507	0.26769	0.41566	0.110143
4608	-110.576	-377.3377	266.7617	4.093435	0.0407075	0.0431402	0.80429	0.111862	1.782538	1.274927	0.0488918	0.388757	0.0620778	0.500274
4614	-106.4483	-371.8289	265.3806	8.469817	0.0315375	0.10961	0.753987	0.104866	2.083838	0.638446	0.25797	0.163265	0.0260706	0.552695
4620	-100.7736	-365.055	264.2813	11.96122	0.128011	0.444907	0.346101	0.0809804	2.23473	0.6905494	0.138897	0.106535	0.576775	0.177794
4626	-107.1795	-374.3097	267.1302	3.450827	0.138317	0.271141	0.413729	0.176813	2.301137	0.6961074	0.110287	0.104931	0.457973	0.326809
4632	-97.137	-355.5214	258.3844	68.12527	0.29157	0.128749	0.406119	0.173561	2.15537	0.7117167	0.490329	0.0476481	0.313622	0.148401
4638	-97.08258	-360.5244	263.4419	16.67175	0.243011	0.0623942	0.288616	0.405978	2.148443	0.5914857	0.312565	0.00800326	0.4612	0.218232
4644	-107.0098	-370.7204	263.7106	15.50885	0.150451	0.0407289	0.557473	0.251346	2.023501	0.7415315	0.198415	0.0103329	0.657483	0.133769
4650	-105.8089	-370.711	264.902	9.55965	0.0831772	0.0959648	0.131574	0.689284	2.225528	0.6857818	0.239882	0.0700786	0.410507	0.279533
4656	-101.0016	-366.6611	265.6595	6.746344	0.315801	0.210115	0.155212	0.318872	2.396251	0.4679477	0.0126222	0.656817	0.0863487	0.244213
4662	-109.668	-377.7644	268.0964	1.532987	0.0396257	0.0263646	0.884198	0.0498115	2.69035	0.4432834	0.0497194	0.293261	0.528539	0.12848
4668	-104.3325	-367.7067	263.3742	14.62052	0.0982746	0.256282	0.610507	0.0349357	2.622872	0.4797446	0.119855	0.176341	0.216839	0.486965
4674	-102.5593	-367.2568	264.6975	9.212297	0.0327579	0.155443	0.722464	0.0893359	2.579808	0.4626203	0.0682049	0.168817	0.512473	0.250505
4680	-110.1021	-374.9807	264.8786	9.377417	0.11781	0.765776	0.071864	0.0445503	2.355133	0.5060897	0.133894	0.606627	0.0683124	0.191166
4686	-122.1424	-389.7084	267.566	2.710128	0.639195	0.17619	0.153073	0.031542	2.362956	0.4773009	0.144484	0.0884463	0.415623	0.351447
4692	-121.0179	-387.6771	266.6591	4.063884	0.079009	0.506477	0.409939	0.00457526	2.513262	0.4875579	0.251113	0.148856	0.490713	0.109318
4698	-126.0954	-390.1202	264.0248	13.27479	0.0135394	0.378832	0.600922	0.00670679	2.250557	0.5424833	0.161051	0.0290218	0.314718	0.495209
4704	-118.3798	-386.8684	268.4885	1.576966	0.0820016	0.342069	0.542607	0.0333231	2.266407	0.5276655	0.147696	0.32509	0.153896	0.373319
4710	-129.0075	-397.3075	268.3	1.576966	0.326412	0.59609	0.0261368	0.0513611	2.454905	0.5276655	0.0143227	0.48464	0.273483	0.227554
4716	-117.3868	-385.9482	268.5614	1.275852	0.352446	0.132517	0.363637	0.1514	2.454905	0.4487227	0.121835	0.501061	0.319336	0.0577675
4722	-108.1585	-375.877	267.7185	2.32992	0.289065	0.120142	0.379909	0.210884	2.454905	0.4369327	0.0815413	0.456311	0.423485	0.0386623
4728	-114.4277	-384.1035	269.6758	0.5021952	0.379849	0.053651	0.364287	0.202213	2.092831	0.6450335	0.0815413	0.456311	0.423485	0.0386623
4734	-130.2404	-397.6961	267.4556	2.966547	0.16393	0.39763	0.145762	0.292678	2.014735	0.9940718	0.49507	0.202221	0.258689	0.0440197
4740	-117.0035	-380.8406	263.8371	14.61658	0.220089	0.53385	0.195698	0.0503633	1.860684	0.9940718	0.552309	0.142139	0.231546	0.0740057
4746	-105.8229	-373.6241	267.8012	2.640832	0.0389387	0.663389	0.264639	0.0330332	2.029904	0.817373	0.508772	0.141167	0.213294	0.136767
4752	-116.3684	-384.9459	268.5775	1.049118	0.082135	0.492469	0.327656	0.09774	2.025792	1.292287	0.0640245	0.294853	0.555071	0.0860511
4758	-104.0889	-371.6857	267.5968	2.573731	0.0946927	0.333976	0.45612	0.115211	1.592235	1.445126	0.0309364	0.378043	0.53277	0.0582515
4764	-111.3416	-378.4102	267.0686	1.785612	0.168663	0.251067	0.518086	0.0621844	1.597859	2.200445	0.0499431	0.816161	0.104089	0.0298072
4770	-117.2119	-382.6652	265.4533	4.687975	0.104875	0.317619	0.322148	0.255358	1.42887	2.249509	0.01325	0.522801	0.444856	0.0190933
4776	-124.1275	-389.3614	265.234	1.491063	0.305368	0.399606	0.164573	0.130453	1.538427	3.501897	0.0129566	0.774878	0.193494	0.0186706
4782	-122.6704	-388.4905	265.8201	2.113753	0.288195	0.106171	0.00682575	0.598808	1.445617	2.916769	0.16371	0.45218	0.329594	0.0545163
4788	-123.0202	-384.3063	261.2861	10.23395	0.196729	0.244205	0.00136247	0.557704	1.297158	3.711596	0.250371	0.691546	0.0499876	0.0080956
4794	-127.5087	-391.8863	264.3776	10.8164	0.0319824	0.196559	0.141158	0.6303	1.928626	1.218231	0.630031	0.105227	0.219805	0.0449365
4800	-116.6506	-381.2716	264.6211	10.52073	0.274925	0.305178	0.203145	0.216751	1.815439	1.170884	0.493136	0.0821943	0.04232	0.382349
4806	-143.1611	-409.1202	265.9591	6.385567	0.304965	0.370578	0.0717941	0.252663	1.609546	1.279225	0.642755	0.120499	0.0843088	0.152438
4812	-127.7263	-393.3097	265.5834	6.966326	0.520958	0.081095	0.141364	0.256583	1.899662	1.17709	0.204525	0.234048	0.348094	0.213333
4818	-138.6538	-404.306	265.6522	6.966326	0.119556	0.275208	0.164559	0.440677	1.899662	1.116039	0.433975	0.126876	0.350687	0.0884614
4824	-122.8143	-390.0958	267.2815	2.265019	0.431518	0.432058	0.00816793	0.128256	1.576306	1.834807	0.185346	0.590162	0.0868626	0.13763
4830	-126.0096	-390.4254	264.4158	9.11301	0.684138	0.0832392	0.00299377	0.229629	1.722364	1.695797	0.189606	0.412941	0.122933	0.274521
4836	-128.7225	-393.4613	264.7388	8.654277	0.101833	0.511308	0.0202978	0.366561	1.540507	1.690299	0.126257	0.237824	0.161499	0.47442
4842	-123.1004	-391.6309	268.5306	1.574322	0.204947	0.0463089	0.665126	0.0836186	1.810425	1.10559	0.0896515	0.245644	0.0295711	0.635133
4848	-119.9415	-384.3022	264.3607	11.68804	0.0486011	0.0484819	0.770527	0.13239	1.860388	1.10559	0.298547	0.314993	0.123332	0.263128
4854	-135.6939	-403.6469	267.953	2.403247	0.024705	0.0508597	0.636447	0.287989	1.860388	1.011401	0.205389	0.155114	0.480685	0.158812
4860	-125.0057	-392.6719	267.6662	3.052509	0.014638	0.030135	0.782233	0.172994	1.904961	0.8244882	0.353948	0.0599191	0.440573	0.145559
4866	-128.7127	-396.748	268.0353	2.632255	0.00185457	0.0168079	0.655592	0.325746	1.74313	0.8877659	0.127633	0.155252	0.348697	0.368417
4872	-117.0261	-384.404	267.3779	2.686189	0.65569	0.190701	0.115548	0.0380614	1.551805	1.584437	0.462789	0.371602	0.0542011	0.111409
4878	-118.8324	-383.499	264.6666	9.572841	0.42625	0.509201	0.0142693	0.0502802	1.498854	1.583446	0.353186	0.0504391	0.25244	0.343935
4884	-121.3436	-386.3486	265.005	8.708711	0.441761	0.279379	0.146691	0.132169	1.629511	1.416162	0.597745	0.17542	0.0792214	0.147614
4890	-114.7598	-381.1781	266.4183	4.793204	0.39783	0.0159401	0.0245244	0.561705	1.711873	1.344573	0.260573	0.175943	0.514432	0.0490519
4896	-107.9853	-375.8114	267.826	1.12518	0.311393	0.0282701	0.0537123	0.606624	1.45027	2.180176	0.359971	0.0499122	0.365353	0.224764
4902	-120.0703	-386.2851	266.2148	5.283987	0.198788	0.0616924	0.252119	0.4874	1.462023	1.530072	0.163419	0.100309	0.378961	0.357311
4908	-109.5876	-377.3021	267.7145	2.256841	0.150063	0.0532964	0.562739	0.233902	1.576863	1.530072	0.047472	0.533531	0.150392	0.268604
4914	-102.7661	-368.4528	265.6866	5.032067	0.389384	0.24796	0.0694288	0.293227	1.557098	1.911295	0.0251942	0.613898	0.0794541	0.281454
4920	-121.8749	-389.6957	267.8208	2.148838	0.133288	0.321861	0.116074	0.428776	1.611846	1.482027	0.0209822	0.445832	0.0922901	0.440895
4926	-115.0383	-382.3635	267.3252	2.348262	0.576762	0.00478206	0.221211	0.197246	1.688251	1.685632	0.0177272	0.528077	0.269171	0.185025
4932	-119.6542	-383.7	264.0458	6.996608	0.177821	0.469458	0.00532212	0.347398	1.703442	2.393641	0.0167254	0.275977	0.485787	0.22151
4938	-121.9385	-388.4626	266.5241	4.320419	0.19669	0.129978	0.343637	0.329695	2.028711	1.174603	0.00524732	0.857691	0.0781669	0.0588952
4944	-116.9451	-382.1675	265.2224	8.778333	0.106496	0.201149	0.565123	0.127232	2.060892	0.7892138	0.00273971	0.594789	0.275121	0.12735
