Iteration	Posterior	Likelihood	Prior	beta_scale	neo_matrix_probs[1]	neo_matrix_probs[2]	neo_matrix_probs[3]	neo_matrix_probs[4]	rate_log_sd	tree_length	two_matrix_probs[1]	two_matrix_probs[2]	two_matrix_probs[3]	two_matrix_probs[4]
162	-106.0972	-372.1941	266.0969	5.498963	0.366982	0.538808	0.0291195	0.0650911	1.707783	1.364641	0.529037	0.0631067	0.0947429	0.313113
168	-116.0324	-383.4279	267.3955	2.702323	0.159219	0.742295	0.0125703	0.085916	1.619794	1.51366	0.238996	0.139991	0.588903	0.0321093
174	-112.1221	-375.6922	263.5702	12.12136	0.153608	0.601993	0.0380322	0.206366	2.763149	0.2448407	0.142165	0.330142	0.320553	0.20714
180	-100.7063	-368.4153	267.709	2.518815	0.432847	0.284666	0.00655332	0.275934	2.311003	0.3804341	0.482685	0.230311	0.17336	0.113643
186	-105.8902	-371.1566	265.2664	6.666712	0.409955	0.186164	0.00428571	0.399595	2.703504	0.2960269	0.225204	0.297867	0.383044	0.0938847
192	-111.4209	-373.9906	262.5697	19.9071	0.53981	0.126738	0.0114627	0.32199	2.464671	0.4053968	0.435348	0.399226	0.0816826	0.0837436
198	-113.2739	-378.4565	265.1827	7.748105	0.117684	0.0276303	0.32596	0.528726	2.536927	0.4741865	0.134418	0.35938	0.07353	0.432672
204	-128.13	-388.9437	260.8137	34.0735	0.307449	0.300889	0.239183	0.152478	2.434271	0.4924706	0.318131	0.341657	0.0699039	0.270309
210	-128.566	-396.461	267.895	1.808903	0.388171	0.170711	0.34058	0.100538	1.523546	1.680307	0.208757	0.648862	0.112616	0.0297647
216	-118.6713	-386.4273	267.7559	2.606454	0.28309	0.455648	0.18794	0.0733219	1.702891	1.21133	0.280256	0.438053	0.241732	0.039959
222	-114.2081	-382.0864	267.8784	2.043321	0.14726	0.174971	0.460848	0.216921	1.622519	1.4889	0.381879	0.351082	0.237779	0.0292608
228	-110.6128	-375.094	264.4812	9.114552	0.106846	0.5933	0.0727436	0.227111	1.584979	1.746222	0.299353	0.441585	0.222258	0.0368038
234	-117.2847	-382.4434	265.1587	2.951133	0.45292	0.081967	0.391617	0.0734962	1.314055	3.05964	0.17553	0.74028	0.0441385	0.0400515
240	-117.2763	-381.1801	263.9038	9.685631	0.597966	0.112302	0.0328661	0.256866	1.13502	2.322856	0.69682	0.108526	0.0629075	0.131746
246	-106.509	-370.5547	264.0457	5.508412	0.148169	0.163342	0.21491	0.473579	1.443556	2.896804	0.535546	0.200215	0.0589984	0.205241
252	-103.0312	-366.2587	263.2274	12.59674	0.533905	0.23994	0.00185389	0.224301	1.426452	2.106336	0.330143	0.41194	0.0395486	0.218368
258	-104.332	-369.9183	265.5863	5.717182	0.656544	0.329535	0.00856676	0.00535401	1.467668	1.847753	0.291951	0.543425	0.0521719	0.112452
264	-120.6376	-389.1293	268.4917	1.657054	0.109306	0.399704	0.45132	0.0396698	2.159404	0.6519309	0.164591	0.393398	0.422627	0.0193833
270	-110.329	-377.5022	267.1731	3.716816	0.118166	0.178568	0.379987	0.32328	2.059783	0.782165	0.0455797	0.587939	0.354763	0.0117185
276	-120.8885	-386.9683	266.0798	5.742108	0.0205625	0.326951	0.34761	0.304877	2.345377	0.4417918	0.168621	0.396195	0.413708	0.0214765
282	-119.5283	-381.9076	262.3793	4.596524	0.310749	0.101137	0.284831	0.303283	1.347505	4.154746	0.15933	0.26789	0.551674	0.0211055
288	-99.06722	-364.6671	265.5999	2.301454	0.201192	0.26079	0.341661	0.196357	1.150177	3.145438	0.482216	0.0532213	0.452557	0.0120056
294	-117.0479	-382.9491	265.9012	3.266787	0.110484	0.432282	0.148366	0.308868	1.520374	2.363666	0.540303	0.089848	0.183128	0.186721
300	-123.311	-389.605	266.294	3.266787	0.00251781	0.399872	0.137243	0.460367	1.855524	1.887095	0.736303	0.0477307	0.101008	0.114958
306	-133.3701	-399.3213	265.9512	5.483031	0.0064351	0.286673	0.666157	0.0407347	1.633029	1.537849	0.386104	0.469997	0.0938929	0.0500065
312	-114.379	-381.9375	267.5585	2.659332	0.104891	0.186503	0.692542	0.0160648	2.399161	0.4529068	0.392143	0.0946977	0.496613	0.0165462
318	-114.4513	-380.2753	265.8239	6.262051	0.135599	0.238425	0.348275	0.2777	2.399161	0.5751163	0.205215	0.194533	0.203826	0.396426
324	-103.2443	-369.4377	266.1935	4.858452	0.177044	0.368582	0.342273	0.112102	2.59911	0.4373128	0.430092	0.119244	0.199137	0.251527
330	-101.7385	-367.5338	265.7954	6.540496	0.349939	0.158199	0.333682	0.15818	2.158111	0.8602129	0.511087	0.0563934	0.191119	0.2414
336	-103.5617	-365.3933	261.8316	25.20568	0.351019	0.158687	0.413436	0.0768584	2.40757	0.6716242	0.676588	0.0282291	0.174344	0.120838
342	-111.0789	-379.6111	268.5322	1.476378	0.185418	0.440439	0.184692	0.189452	2.242908	0.7066609	0.392848	0.0163907	0.385574	0.205187
348	-115.1203	-379.3814	264.261	12.08355	0.416909	0.313451	0.0763962	0.193244	2.104462	0.863096	0.400928	0.278041	0.211217	0.109814
354	-114.7349	-381.0616	266.3267	5.374573	0.126281	0.148873	0.0619031	0.662943	2.21069	0.6622318	0.388445	0.373202	0.146467	0.0918854
360	-120.7382	-383.2544	262.5163	21.30933	0.0600372	0.227709	0.506807	0.205447	2.212673	0.770705	0.35215	0.338332	0.109611	0.199907
366	-124.1659	-387.46	263.2941	16.8325	0.00185403	0.0417832	0.701736	0.254626	2.119088	0.8420526	0.259447	0.451967	0.146426	0.142159
372	-119.5591	-385.198	265.6389	7.106001	0.0030223	0.0754795	0.676154	0.245344	2.249859	0.6640489	0.0565915	0.652662	0.157875	0.132872
378	-124.8247	-390.5898	265.7651	6.592669	0.0196165	0.164046	0.424489	0.391848	2.347402	0.5066135	0.332193	0.0323602	0.0251513	0.610295
384	-123.9258	-389.4676	265.5418	6.73691	0.115337	0.382687	0.360328	0.141648	2.497144	0.4017783	0.0298252	0.598348	0.254942	0.116884
390	-125.9553	-394.875	268.9198	0.8717587	0.118477	0.393104	0.215079	0.273341	2.497144	0.5172175	0.057504	0.473506	0.376493	0.0924969
396	-110.8563	-378.4765	267.6203	2.489371	0.0537204	0.178244	0.687769	0.0802674	2.452862	0.5172175	0.01945	0.538003	0.391302	0.0512453
402	-113.3213	-379.4488	266.1275	5.101803	0.0277222	0.0181114	0.663485	0.290681	2.559215	0.436764	0.114884	0.311425	0.323731	0.249961
408	-108.874	-375.4996	266.6256	4.169827	0.0707905	0.114566	0.0723681	0.742275	2.49496	0.4969793	0.191776	0.237959	0.540405	0.0298595
414	-104.0217	-370.7608	266.7391	4.440686	0.309156	0.136835	0.116171	0.437838	2.237594	0.5896582	0.613256	0.187811	0.183134	0.0157987
420	-112.2527	-380.3967	268.144	2.211026	0.0456084	0.0789869	0.622667	0.252738	2.083483	0.6509104	0.635655	0.102728	0.214376	0.0472411
426	-107.745	-374.8334	267.0884	3.923384	0.530654	0.0552571	0.277216	0.136872	2.069562	0.7357964	0.220132	0.563906	0.0705508	0.145412
432	-107.5731	-375.0577	267.4846	3.084503	0.203171	0.270131	0.370222	0.156476	2.139928	0.7218898	0.488734	0.253121	0.0933951	0.16475
438	-109.987	-376.8958	266.9088	4.18212	0.0829904	0.433111	0.240838	0.243061	1.917094	0.9816778	0.493472	0.236253	0.116505	0.15377
444	-99.2505	-367.1764	267.9259	2.299704	0.0398878	0.562332	0.0822008	0.31558	1.800512	1.158458	0.369172	0.174712	0.308974	0.147142
450	-95.44781	-363.2402	267.7924	2.299704	0.0495721	0.47973	0.0784987	0.392199	1.760907	1.304286	0.223711	0.454617	0.246955	0.074717
456	-104.6145	-372.7604	268.1459	1.608686	0.124539	0.51509	0.024393	0.335978	1.760907	1.440564	0.249617	0.340233	0.26713	0.14302
462	-108.8308	-373.6717	264.8409	10.26682	0.402403	0.400188	0.00672175	0.190687	2.101013	0.6778209	0.453667	0.253202	0.0646272	0.228504
468	-117.5521	-380.6219	263.0697	18.95255	0.260812	0.717157	0.0123814	0.0096494	2.101013	0.6528213	0.0651906	0.534464	0.089183	0.311163
474	-115.6689	-380.5128	264.8439	10.77557	0.0602041	0.872757	0.0474892	0.0195498	1.926675	0.7459176	0.36417	0.391562	0.150828	0.0934392
480	-125.9623	-389.0746	263.1123	17.36245	0.210393	0.404616	0.165959	0.219032	1.807521	1.231387	0.16145	0.31732	0.171732	0.349499
486	-116.2902	-381.3694	265.0792	5.895401	0.402123	0.0926071	0.00146363	0.503806	1.800347	1.918982	0.253357	0.200633	0.201813	0.344197
492	-113.9214	-377.1863	263.2648	15.92309	0.237468	0.276853	0.0217527	0.463926	1.65307	1.443041	0.488831	0.250307	0.125761	0.135102
498	-106.3038	-369.52	263.2162	15.92309	0.519325	0.140646	0.246633	0.093396	1.665389	1.470688	0.0201238	0.453227	0.175246	0.351403
504	-108.3558	-373.5889	265.2331	7.706157	0.0894843	0.405448	0.366341	0.138727	1.690247	1.431478	0.368705	0.131997	0.128165	0.371132
510	-97.09823	-362.4532	265.355	7.706157	0.264945	0.160875	0.226201	0.347978	1.626441	1.386464	0.227047	0.51538	0.0908168	0.166755
516	-96.4862	-364.6622	268.176	1.869352	0.328625	0.210651	0.320346	0.140379	1.626441	1.358357	0.278482	0.468862	0.0790808	0.173575
522	-103.3626	-369.751	266.3884	5.049672	0.294136	0.117058	0.398687	0.190119	1.690768	1.295222	0.0829083	0.281481	0.588889	0.0467211
528	-92.43511	-360.7714	268.3363	2.009619	0.00901132	0.75029	0.0424559	0.198243	2.014707	0.6967551	0.167434	0.568452	0.169761	0.0943533
534	-90.05949	-359.5974	269.5379	0.5524931	0.00958457	0.542228	0.440773	0.00741444	2.08214	0.803779	0.147622	0.318177	0.452984	0.0812167
540	-86.7602	-353.3381	266.5779	4.389408	0.0167726	0.86173	0.108523	0.012975	2.433741	0.4589117	0.279192	0.337915	0.32468	0.0582127
546	-90.08449	-356.5358	266.4513	4.655892	0.0376222	0.559415	0.084643	0.31832	2.433741	0.4438628	0.0374192	0.399949	0.385192	0.177439
552	-81.49102	-347.8941	266.4031	5.07239	0.0875968	0.191067	0.197077	0.52426	2.298103	0.4438628	0.0499147	0.465833	0.276755	0.207497
558	-86.4828	-351.3954	264.9126	8.497559	0.0796934	0.388319	0.245215	0.286772	2.544769	0.385242	0.153304	0.348595	0.274189	0.223912
564	-99.06797	-367.4232	268.3552	1.574158	0.00888512	0.292986	0.448255	0.249874	2.393606	0.4326381	0.01085	0.280969	0.661174	0.0470078
570	-104.5582	-371.0391	266.4809	4.635282	0.020683	0.682019	0.0880738	0.209225	2.416078	0.4554156	0.0104683	0.353238	0.596384	0.039909
576	-103.5952	-369.2654	265.6702	7.345013	0.0872435	0.193713	0.270819	0.448224	2.121542	0.6952804	0.0188126	0.307455	0.135662	0.538071
582	-101.6987	-365.7243	264.0256	11.51385	0.0489829	0.404882	0.451779	0.094356	2.651186	0.4587472	0.359116	0.222987	0.20922	0.208677
588	-99.65249	-365.3011	265.6486	6.176046	0.0497147	0.598421	0.248217	0.103648	2.566376	0.3574632	0.383201	0.214607	0.201358	0.200835
594	-105.2409	-370.3285	265.0877	7.077956	0.0462251	0.279774	0.309346	0.364655	2.805056	0.3581655	0.149267	0.213518	0.604324	0.0328912
600	-109.2975	-373.1022	263.8047	12.58057	0.0474217	0.132248	0.498567	0.321763	2.577273	0.3579741	0.397229	0.163548	0.223357	0.215866
606	-116.1446	-374.8657	258.7211	58.28905	0.380087	0.0570872	0.533416	0.0294095	2.510083	0.4620309	0.172075	0.261627	0.11785	0.448448
612	-119.6715	-387.0703	267.3988	2.784198	0.279388	0.0466505	0.435897	0.238064	2.481422	0.4620309	0.258779	0.290438	0.171096	0.279686
618	-110.2836	-375.768	265.4844	6.833418	0.296467	0.0113081	0.439607	0.252617	2.52772	0.4180383	0.229276	0.0560891	0.126772	0.587863
624	-121.7487	-385.9642	264.2154	10.84399	0.392309	0.130289	0.143119	0.334283	2.536666	0.314126	0.311122	0.222406	0.0212313	0.44524
630	-124.3099	-386.5478	262.2379	18.97221	0.102104	0.355277	0.447953	0.0946662	2.844641	0.2905925	0.396557	0.455203	0.122321	0.0259193
636	-120.2213	-385.6924	265.4711	5.788714	0.168187	0.179672	0.114505	0.537636	2.75654	0.2533448	0.292574	0.577988	0.0615801	0.0678581
642	-108.1463	-373.4413	265.2951	5.960741	0.198143	0.100779	0.261682	0.439397	2.893048	0.2682233	0.00943608	0.668452	0.285897	0.036215
648	-97.917	-364.7321	266.8151	2.402089	0.278143	0.141469	0.487614	0.0927748	3.015352	0.2048538	0.0453879	0.266255	0.479161	0.209196
654	-107.1798	-372.2878	265.108	6.229049	0.101319	0.266014	0.177623	0.455044	2.946766	0.2511153	0.0105286	0.605097	0.0494579	0.334917
660	-100.109	-364.4083	264.2994	8.526882	0.0411371	0.113399	0.509519	0.335945	2.913824	0.2178113	0.0156139	0.693661	0.121331	0.169395
666	-113.6315	-375.3287	261.6972	20.62721	0.0754546	0.0586184	0.786942	0.078985	2.913824	0.1952174	0.0258625	0.181254	0.299476	0.493408
672	-97.67401	-362.4944	264.8204	6.593917	0.303128	0.158563	0.384692	0.153617	3.076246	0.2393201	0.0893175	0.284942	0.28208	0.34366
678	-107.9043	-372.4923	264.588	6.781995	0.106822	0.360312	0.439854	0.0930122	3.151721	0.203637	0.776158	0.124133	0.0330743	0.0666342
684	-102.9133	-370.3195	267.4063	1.853285	0.0720498	0.65544	0.209775	0.0627352	2.885416	0.2283043	0.0927591	0.264851	0.577621	0.0647692
690	-98.41067	-365.7767	267.366	1.853285	0.0866496	0.0991613	0.738741	0.0754476	2.942648	0.2356416	0.434752	0.338288	0.170952	0.0560076
696	-105.6721	-371.6678	265.9956	4.242464	0.111031	0.0110908	0.213721	0.664157	2.919563	0.2620638	0.170314	0.11132	0.259314	0.459052
702	-107.4673	-373.1824	265.7151	5.0842	0.525191	0.00946043	0.0419368	0.423412	2.817712	0.2620638	0.219399	0.0434553	0.245783	0.491363
708	-129.1206	-395.2149	266.0943	3.8745	0.706137	0.0265339	0.117621	0.149708	2.996163	0.258029	0.424817	0.0558787	0.230551	0.288753
714	-135.9662	-400.6993	264.7331	8.509358	0.587862	0.0253452	0.0785007	0.308292	2.671024	0.3248583	0.386455	0.360919	0.210541	0.0420854
720	-113.6117	-378.374	264.7623	7.667254	0.327697	0.0689456	0.235321	0.368037	2.845449	0.2804062	0.179321	0.305897	0.22804	0.286742
726	-106.1437	-370.0308	263.8871	11.14183	0.13765	0.110988	0.606291	0.145071	2.781588	0.3065788	0.287577	0.131072	0.365705	0.215646
732	-107.7901	-374.0198	266.2296	4.133468	0.0849003	0.659858	0.165764	0.0894771	2.781588	0.2883338	0.130889	0.242474	0.22771	0.398928
738	-96.46817	-363.6865	267.2183	2.569884	0.0245162	0.190544	0.769028	0.0159114	2.675006	0.2883338	0.106036	0.386308	0.184474	0.323182
744	-103.8043	-369.7882	265.9838	4.775677	0.0797617	0.274277	0.399812	0.24615	2.749046	0.3044356	0.250956	0.0781379	0.218001	0.452905
750	-100.537	-367.9718	267.4347	2.133784	0.107348	0.369138	0.323751	0.199763	2.704821	0.2559502	0.238229	0.0391681	0.47148	0.251123
756	-108.0958	-375.2466	267.1508	2.328726	0.00758104	0.0673253	0.910986	0.0141075	2.906591	0.2894969	0.318651	0.211741	0.271944	0.197665
762	-112.9584	-380.5691	267.6107	1.885846	0.048852	0.648296	0.211944	0.0909082	2.774535	0.2920985	0.0877405	0.16879	0.476156	0.267314
768	-114.0779	-380.2602	266.1823	4.282432	0.165952	0.55188	0.115682	0.166486	2.762076	0.2920985	0.0887684	0.163212	0.460421	0.287599
774	-120.3022	-387.7008	267.3986	2.277586	0.263643	0.430902	0.040963	0.264492	2.762076	0.34869	0.468108	0.0360242	0.453492	0.0423759
780	-125.099	-386.9341	261.8351	23.52526	0.719558	0.0489498	0.1118	0.119692	2.662785	0.410968	0.312108	0.100252	0.376554	0.211085
786	-118.6702	-382.7938	264.1236	11.25356	0.219932	0.0695376	0.175507	0.535024	2.570778	0.3591262	0.298275	0.0622723	0.359864	0.279589
792	-113.8831	-377.4041	263.5209	13.43337	0.184192	0.362744	0.0918788	0.361185	2.687452	0.3771951	0.459591	0.212765	0.11133	0.216314
798	-127.5372	-392.807	265.2698	6.820276	0.0503693	0.435987	0.175468	0.338176	2.687452	0.3308856	0.06973	0.432249	0.225788	0.272233
804	-137.6198	-399.3513	261.7316	24.28713	0.641874	0.0595203	0.23502	0.0635861	2.616687	0.3434198	0.113883	0.325862	0.524036	0.036219
810	-140.4013	-407.5239	267.1227	2.952638	0.122783	0.479144	0.23967	0.158404	2.616687	0.3710638	0.0434544	0.602635	0.315975	0.0379364
816	-131.7226	-399.5679	267.8453	2.258648	0.680141	0.0975059	0.101177	0.121176	2.38589	0.4823985	0.10846	0.564885	0.300343	0.0263124
822	-137.1995	-401.8986	264.6991	9.880741	0.0695796	0.13156	0.465407	0.333453	2.38589	0.5767771	0.176354	0.0713647	0.716462	0.0358188
828	-135.467	-399.0588	263.5918	14.71692	0.0824591	0.0249254	0.233131	0.659484	2.38589	0.5210245	0.0473024	0.233939	0.618015	0.100744
834	-134.9549	-402.1661	267.2112	3.332797	0.54171	0.0223457	0.165012	0.270933	2.2804	0.7054787	0.0808733	0.389492	0.469081	0.0605531
840	-125.049	-392.2562	267.2072	3.332797	0.295411	0.102041	0.480535	0.122014	2.326253	0.6198329	0.0514992	0.455752	0.324968	0.167781
846	-117.4688	-382.814	265.3452	7.478358	0.324146	0.328069	0.259045	0.0887399	2.461904	0.4738959	0.515781	0.0322244	0.250793	0.201201
852	-111.0176	-375.3106	264.293	11.26227	0.244251	0.247207	0.195196	0.313346	2.41206	0.6472457	0.285843	0.225763	0.27099	0.217404
858	-111.9194	-378.8015	266.8821	4.316743	0.110769	0.397785	0.296193	0.195253	2.131196	0.6472457	0.0577196	0.236357	0.46511	0.240814
864	-101.6667	-364.9702	263.3035	16.40044	0.0683212	0.0906048	0.18269	0.658384	2.344112	0.5633608	0.0410423	0.356055	0.181506	0.421396
870	-107.312	-374.4019	267.09	3.378326	0.313297	0.25928	0.320467	0.106956	2.404661	0.6511906	0.114217	0.211845	0.310538	0.3634
876	-110.217	-378.5859	268.3689	1.840422	0.550821	0.145049	0.179279	0.12485	2.136325	0.6487438	0.044608	0.536528	0.285103	0.133761
882	-110.1924	-377.3711	267.1787	3.865908	0.455951	0.0637848	0.0500913	0.430173	2.056699	0.6487438	0.0707471	0.199453	0.651874	0.0779261
888	-99.93851	-366.6175	266.679	4.383608	0.636559	0.0210395	0.166881	0.17552	2.330722	0.4384947	0.0522073	0.586787	0.202685	0.158321
894	-108.075	-376.5322	268.4572	1.056187	0.259216	0.0340695	0.615183	0.0915321	2.755643	0.409909	0.0283806	0.392121	0.507254	0.0722446
900	-117.4007	-384.842	267.4413	2.191442	0.0831458	0.0867953	0.456935	0.373124	2.779722	0.3479137	0.0364622	0.385661	0.505834	0.0720424
906	-127.6417	-395.5722	267.9305	1.757441	0.0586364	0.175584	0.311094	0.454686	2.643365	0.3804825	0.0676572	0.327278	0.456661	0.148404
912	-111.1852	-378.7124	267.5272	2.224001	0.0595311	0.428817	0.358532	0.15312	2.643365	0.3205148	0.0798601	0.522808	0.24516	0.152171
918	-117.5663	-382.444	264.8777	6.996311	0.111334	0.154777	0.259969	0.47392	2.922101	0.2616722	0.139125	0.0520191	0.46063	0.348225
924	-100.8904	-365.9849	265.0945	7.035916	0.0686452	0.290577	0.102627	0.538151	2.720148	0.2783607	0.356018	0.286006	0.0990546	0.258921
930	-107.0106	-371.6706	264.66	7.605758	0.238508	0.208757	0.0803622	0.472373	2.926038	0.256283	0.55034	0.253814	0.0541448	0.141701
936	-102.7084	-366.7426	264.0342	9.986763	0.114677	0.588592	0.0696114	0.22712	2.875798	0.2693778	0.479222	0.276577	0.018437	0.225764
942	-116.0078	-382.8847	266.8769	3.161501	0.032865	0.135081	0.326122	0.505932	2.621899	0.2693778	0.137163	0.0798514	0.359726	0.42326
948	-108.4458	-375.1954	266.7495	3.03393	0.00315411	0.727048	0.171501	0.098297	2.827741	0.2714753	0.363084	0.445334	0.135261	0.0563214
954	-98.7538	-365.8337	267.0799	3.03393	0.00414043	0.353966	0.47008	0.171814	2.589704	0.3446806	0.603519	0.290237	0.0346472	0.0715969
960	-104.0651	-372.0905	268.0254	1.324558	0.00366846	0.299135	0.561307	0.13589	2.796637	0.2705108	0.590719	0.284082	0.0339124	0.0912867
966	-101.2872	-369.7067	268.4196	0.9740542	0.00100817	0.319204	0.296652	0.383136	2.769622	0.2905515	0.3605	0.431552	0.152239	0.0557098
972	-110.7934	-377.1423	266.349	3.84977	0.000289024	0.0782501	0.771316	0.150145	2.797411	0.2835144	0.281991	0.52971	0.144938	0.0433607
978	-102.3884	-368.5261	266.1377	4.071351	0.00849878	0.52923	0.162339	0.299933	2.831626	0.2467935	0.477596	0.172505	0.119102	0.230797
984	-108.651	-374.1898	265.5388	5.494129	0.287108	0.400973	0.136511	0.175409	2.797829	0.2489467	0.374991	0.279115	0.232117	0.113777
990	-108.9983	-374.7516	265.7534	5.309628	0.133184	0.157311	0.441907	0.267599	2.791066	0.3424876	0.411296	0.38629	0.0225454	0.179868
996	-101.3046	-367.0662	265.7616	5.180392	0.0426138	0.10656	0.765205	0.0856216	2.791066	0.3011044	0.473349	0.0656135	0.428595	0.0324416
1002	-122.7221	-388.8332	266.1111	3.892225	0.609298	0.0977376	0.0942039	0.198761	2.903325	0.2265863	0.264888	0.156467	0.175491	0.403154
1008	-116.0862	-379.0632	262.9771	12.91974	0.26454	0.189538	0.28266	0.263262	3.041998	0.1931738	0.175188	0.56128	0.196309	0.0672226
1014	-108.3001	-373.683	265.3829	6.854843	0.130843	0.261563	0.171845	0.435749	2.613146	0.3989343	0.126862	0.367028	0.462153	0.0439576
1020	-118.307	-382.364	264.057	12.19777	0.0288655	0.224021	0.14718	0.599934	2.46079	0.5285757	0.114482	0.221115	0.521612	0.142791
1026	-107.9708	-374.4254	266.4546	4.472614	0.0383912	0.0461314	0.457975	0.457503	2.519753	0.4703501	0.521149	0.0192719	0.346598	0.112981
1032	-105.4914	-371.5054	266.014	5.724369	0.0270464	0.124735	0.591944	0.256274	2.423719	0.4703501	0.121386	0.0111168	0.802325	0.065172
1038	-111.9938	-375.593	263.5992	13.447	0.0223329	0.0671657	0.1785	0.732001	2.613655	0.3894046	0.302668	0.0435798	0.516048	0.137704
1044	-106.0784	-362.9415	256.8631	87.67882	0.0382062	0.228916	0.530403	0.202474	2.599557	0.3081891	0.498382	0.0717597	0.203111	0.226748
1050	-112.51	-369.4105	256.9005	86.62496	0.0349044	0.598622	0.181498	0.184976	2.665032	0.3598114	0.426854	0.105087	0.136002	0.332057
1056	-101.2485	-369.2552	268.0068	1.527763	0.164154	0.207074	0.558405	0.0703673	2.665032	0.2888426	0.16545	0.727371	0.0203764	0.0868029
1062	-106.7816	-371.8138	265.0323	8.28225	0.21308	0.247478	0.422062	0.11738	2.521445	0.4948313	0.179311	0.531407	0.230444	0.0588379
1068	-112.2549	-381.2212	268.9663	0.7404882	0.259904	0.17138	0.437428	0.131288	2.521445	0.3385373	0.022063	0.335253	0.315288	0.327396
